Title,Review,Rating,Date
Not sleepwear!,"I had no idea this was considered sleepwear until after i bought it. i saw it in the store and promptly tried it on, it is really flattering. i wear it as a sweater dress on a regular basis. it is really comfortable, and is something you could dress up with booties or be more casual with cute tennis shoes like keds. i get compliments on it all the time. i also like the slit a lot.",5,10/08/2018
Great everything vest,I wear this vest a lot for it is really cozy and goes with a lot of different types of outfits! it's is versatile and figure flattering. i only buy timeless pieces that i know won't go out of style and this vest fits the bill!,5,28/03/2018
Love this!,I bought it in black and cream! great weight. soft fabric. beautiful lace.,5,30/06/2018
I didn't realize this (used to) come in black...,"Looks really nice on teh pictures. i tried on thre cream as this was the only color availalbe at my store (tried on per stylist recommendation(. it is very thin, you can see ripples from my belly lol, but still fairly flattering. i ended up purchasing, but it is in my maybe pile for now... wil lwait before wearing it to be sure. can't wear a grey bar with it, that htin...",4,21/02/2018
Nice design,I purchased this top in the oatmeal/beige color. i love it. the material is very soft and it fits true to size. i would have purchased the black color too if it was still available.,5,14/04/2018
So pretty!,This turtleneck is already wrapped and it's soon going under the tree for me! i bought it when i saw it in the store and tried it on. it's fitted but not too tight or snug... just fitted and flattering. the lace cutout area is so flattering and unexpected. i love this top and think it will be a wardrobe staple - both for dress and casual. (i'll wash it carefully just in case. it seems well made but i'd hate to snag the lace.),5,15/03/2018
"Cute, with reservations","First one i received was ripping apart already in the sleeve opening at wrist (warning: very tight sleeves!), plus 2"" of the green shiny band detail was missed altogether by whomever sewed this particular one- just left unstitched. and long threads were hanging in several places. this is by no means a quality piece and is severely overpriced. on the positive side, it is very cute and i'm keeping the replacement one, but know that it is also delicate. after one use, there is a snag on the inside",3,02/02/2018
Excellent fit and quality,"As a dancer and yoga enthusiast i have tried my fair share of leggings. these are probably the best i've ever found. pure + good makes top quality, well fitting leggings that do not slide down, shift around, or become see-through regardless of the physicality of your movement. they breathe wonderfully and have survived one washing with no ill-effects. they are high enough in the rise that i never have to worry about revealing anything i don't want, nor do i constantly have to adjust them to keep",5,21/04/2018
Love it!,Great piece. using as a night gown. slept in it last night. like a dream.,5,29/08/2018
"Easy, comfortable and beachy chic","This dress is very comfortable and casual, but in a high quality fabric that makes it great for a summer dinner with dressy sandals. i don't think a bra can be worn with it which i don't mind at all but might be a problem for others.",4,25/01/2018
Very soft but lighter weight than it looks,"Soft, cozy, and the heathered off-white/palest gray is a great cool-toned neutral. the only surprise was that it is lightweight; not nearly as warm as it looks. the hood has a fuzzy sherpa lining, the unlined jacket has a soft fleece or flannel finish on the inside with zigzag seams, the ouside looks like a sweatshirt. it does work great as a top layer though. 50% polyester, 38% cotton, 12% rayon.
.
got this in a size 's' to fit my hips and it works out great. i'm 5'2"", currently 33-25-37ish, wi",4,22/07/2018
A big ruggy,"The material is super soft and i could see how this could be a great fall sweater, but the furry portion made the top too bulky. i should've sized down, but even then i think it still would've been a touch boxy. if it was boxy all the way through it'd be fine, but it feels like just the top was bulky while the bottom half was fine. perhaps good for more broad shouldered people. i have very small shoulders. also reminded me too much of a sheepskin rug.",3,03/04/2018
On the fence,"I *loved* the brown color on the model, and i love the wrap style in general. however, i'm not sure if the color looks as goon on me. i first ordered my standard size small (5'7"", 137 lbs 32 b), which fit, but exchanged it for the looser fit (medium) shown in the pictures. i really like that the material is a thin, but not see through cotton. it has an extra cotton layer lining in front which is nice. the v isn't too low on me, so i don't *have* to wear a cami under. not really crazy about the s",3,05/03/2018
Not worth the money,Much lower quality than other robes i have purchased,2,26/03/2018
Comfortable and cozy,"I like this robe a lot. the tassel detailing on the ties is beautiful. i like the soft interior-but wish it went all the way down the arms. the cozy part of the robe is only in the center section and hood-the arms can be a bit chilly while the rest of you is warm and cozy.

i do not think the robe is necessarily flattering, in that it does not do me favors in the way of slimming, it is more of a cozy-around-the-house robe rather than one to hide lingerie underneath.",4,20/10/2018
